,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,latitude,longitude,und_long,und_lat,underground_distance
111,Владимир Жуков,realtor,https://www.cian.ru/sale/flat/306015437/,Москва,sale,flat,2,4,-1,11.7,3500000.0,Нижегородский,Подъемная ,14С25,Авиамоторная,,55.74247375,37.710738135338914,37.71666666666667,55.75138888888889,1.0601150716623176
112,КОРТРОС,developer,https://www.cian.ru/sale/flat/307496271/,Москва,sale,flat,40,49,1,29.41,15234380.0,Марьина роща,,,Марьина Роща,Тэйт ЖК,,,37.61611111111111,55.79527777777778,
113,КОРТРОС,developer,https://www.cian.ru/sale/flat/307496271/,Москва,sale,flat,40,49,1,29.41,15234380.0,Марьина роща,,,Марьина Роща,Тэйт ЖК,,,37.617222222222225,55.79833333333333,
114,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300434463/,Москва,sale,flat,5,26,1,20.4,12850000.0,Нагатино-Садовники,1-й Нагатина кв-л,,Нагатинская,Левел Нагатинская ЖК,,,37.6225,55.683055555555555,
115,ID 107343712,homeowner,https://www.cian.ru/sale/flat/307701713/,Москва,sale,flat,17,33,1,20.0,10800000.0,Гольяново,Амурская ,2к2,Черкизовская,Амурский парк,55.8051528,37.75162825004181,37.74472222222222,55.80388888888889,0.4553485658958252
116,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/308013463/,Москва,sale,flat,30,33,1,25.2,11400000.0,Нагатино-Садовники,2-й Нагатинский проезд,2/2к1,Коломенская,Второй Нагатинский,55.67681345,37.64208029376709,37.66388888888889,55.67861111111111,1.3865218181782315
117,Александр Сазонов,realtor,https://www.cian.ru/sale/flat/295985052/,Москва,sale,flat,1,5,-1,13.0,5200000.0,Беговой, Новая Башиловка,6,Динамо,,55.78677845,37.56938107453625,37.558055555555555,55.789722222222224,0.7824432038169038
118,Эдуард Сосновский,realtor,https://www.cian.ru/sale/flat/307722200/,Москва,sale,flat,14,20,-1,29.4,13999999.0,Бутырский,Новодмитровская ,2к4,Дмитровская,Савеловский Сити,55.80406645,37.59066385,37.58166666666666,55.80694444444445,0.6488216766424435
119,ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/302738014/,Москва,sale,flat,2,3,1,43.8,13140000.0,Преображенское,Суворовская ,19С2,Преображенская площадь,,55.78970305,37.7088801577022,37.715,55.79638888888889,0.8375390076830406
120,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/305509203/,Москва,sale,flat,18,26,1,26.1,13500000.0,Нагатино-Садовники,Нагатинская набережная,10А,Нагатинская,Level Нагатинская,55.6823842,37.6375851649552,37.6225,55.683055555555555,0.9518408344985211
121,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/307252201/,Москва,sale,flat,1,12,1,14.0,4100000.0,Преображенское,2-я Пугачевская ,7К1,Преображенская площадь,,,,37.715,55.79638888888889,
122,St Michael,developer,https://www.cian.ru/sale/flat/305847929/,Москва,sale,flat,13,21,-1,28.62,14387700.0,Хорошевский,9Ак7,9Ак7,Полежаевская,Зорге 9 ЖК,,,37.51916666666666,55.7775,
123,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306105097/,Москва,sale,flat,11,18,-1,26.0,9800000.0,Останкинский,Березовая аллея,19к1,Ботанический сад,Апарт-комплекс Легендарный квартал,55.849068200000005,37.624268218174905,37.638333333333335,55.845,0.9906399045319427
124,Минские холмы,developer,https://www.cian.ru/sale/flat/307995270/,Москва,sale,flat,7,52,1,25.5,14130355.0,Раменки,проспект Генерала Дорохова,вл1к1,Раменки,Will Towers,55.70819335,37.49268350144254,37.49861111111111,55.6975,1.2475240631139428
125,Владис,real_estate_agent,https://www.cian.ru/sale/flat/306832224/,Москва,sale,flat,6,7,-1,18.4,4500000.0,Южное Бутово, Адмирала Руднева,20,Бунинская аллея,,55.540396650000005,37.51620430998032,37.51583333333333,55.53805555555556,0.26169223390998475
126,Основа,developer,https://www.cian.ru/sale/flat/307022599/,Москва,sale,flat,5,18,-1,30.87,8396640.0,Перово,Электродная ,,Шоссе Энтузиастов,EvoPark Измайлово,,,37.75,55.7575,
127,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298373543/,Москва,sale,flat,4,18,1,21.6,8200000.0,,проспект Прокшинский,9,Прокшино,Прокшино,55.5914365,37.42951445287551,37.43388888888889,55.58611111111111,0.6539172207685499
128,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/301264261/,Москва,sale,flat,19,23,-1,23.4,6500000.0,Южнопортовый,м. Волгоградский проспект,,Волгоградский проспект,Хайвэй ЖК,,,37.68694444444444,55.72527777777778,
129,Stenoy,developer,https://www.cian.ru/sale/flat/305925225/,Москва,sale,flat,10,12,1,24.9,15309815.0,Преображенское,Электрозаводская ,60,Преображенская площадь,ARTEL,55.7952104,37.7087156,37.715,55.79638888888889,0.415431245005379
130,Комета Эстейт,real_estate_agent,https://www.cian.ru/sale/flat/297911193/,Москва,sale,flat,5,5,-1,14.0,6800000.0,Басманный,переулок Токмаков,16С2,Курская,,55.7644911,37.66981799085303,37.65833333333333,55.75805555555556,1.0164621305356205
131,Комета Эстейт,real_estate_agent,https://www.cian.ru/sale/flat/297911193/,Москва,sale,flat,5,5,-1,14.0,6800000.0,Басманный,переулок Токмаков,16С2,Курская,,55.7644911,37.66981799085303,37.659444444444446,55.75694444444444,1.0630504689767515
132,А101,developer,https://www.cian.ru/sale/flat/306747230/,Москва,sale,flat,5,9,1,21.0,5927550.0,,,9.1,Улица Горчакова,Бунинские Кварталы ЖК,,,37.530833333333334,55.541666666666664,
133,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303251831/,Москва,sale,flat,4,17,1,19.8,5990000.0,Южное Бутово,,3.2,Бульвар Дмитрия Донского,Никольские Луга ЖК,55.7570395,37.62148,37.57694444444444,55.56916666666667,21.10390040898729
134,Основа,developer,https://www.cian.ru/sale/flat/304955123/,Москва,sale,flat,3,20,-1,23.89,8421225.0,Преображенское,Потешная ,,Преображенская площадь,EvoPark Сокольники,,,37.715,55.79638888888889,
135,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303909667/,Москва,sale,flat,5,21,-1,35.5,21900000.0,Беговой, 1-я Ямского Поля,28С3,Белорусская,GloraX Premium Белорусская,55.7831259,37.58499325847857,37.58361111111111,55.776666666666664,0.7243673469565184
136,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303909667/,Москва,sale,flat,5,21,-1,35.5,21900000.0,Беговой, 1-я Ямского Поля,28С3,Белорусская,GloraX Premium Белорусская,55.7831259,37.58499325847857,37.58444444444444,55.77638888888889,0.7508742021364131
137,Mango Realty,real_estate_agent,https://www.cian.ru/sale/flat/307813540/,Москва,sale,flat,1,5,1,15.9,5500000.0,Кузьминки,Жигулевская ,4К1,Кузьминки,New Form Жигулевская,55.71208245,37.76075143075803,37.76555555555556,55.705555555555556,0.7869344099900185
138,Основа,developer,https://www.cian.ru/sale/flat/307226361/,Москва,sale,flat,2,29,-1,21.1,8967500.0,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower,55.66557546037323,37.54517862591079,37.55444444444444,55.67027777777778,0.7836183080942012
139,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307224176/,Москва,sale,flat,8,22,1,31.3,17900000.0,Марьина роща,Полковая ,1С4,Савёловская,PRIDE,55.79818102034872,37.60643274393535,37.58861111111111,55.79277777777778,1.269408093149209
140,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307224176/,Москва,sale,flat,8,22,1,31.3,17900000.0,Марьина роща,Полковая ,1С4,Савёловская,PRIDE,55.79818102034872,37.60643274393535,37.58694444444444,55.79333333333334,1.3361926196628533
141,Plus Development,developer,https://www.cian.ru/sale/flat/307509158/,Москва,sale,flat,3,23,1,22.2,6054035.0,,,,Филатов Луг,Детали ЖК,,,37.40777777777778,55.60138888888889,
142,Среда,developer,https://www.cian.ru/sale/flat/303859297/,Москва,sale,flat,4,13,1,24.6,11418409.0,Очаково-Матвеевское,Очаково мкр,,Аминьевская,Среда на Лобачевского,,,37.465,55.69722222222222,
143,Алеся Лунина,realtor,https://www.cian.ru/sale/flat/300059548/,Москва,sale,flat,10,22,-1,14.3,7900000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,,55.6514491,37.48308864617485,37.483333333333334,55.66361111111111,1.3541522576188274
144,Ташир,developer,https://www.cian.ru/sale/flat/302690311/,Москва,sale,flat,15,21,-1,37.7,17082288.0,Очаково-Матвеевское,Аминьевское шоссе,6,Давыдково,West Tower (Апартаменты бизнес-класса),55.70719585,37.45693725986909,37.45166666666667,55.71527777777778,0.9588647288305292
145,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/304180931/,Москва,sale,flat,2,27,1,20.6,8900000.0,Нижегородский,,,Нижегородская,Аквилон Бисайд ЖК,,,37.72833333333333,55.7325,
146,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/304180931/,Москва,sale,flat,2,27,1,20.6,8900000.0,Нижегородский,,,Нижегородская,Аквилон Бисайд ЖК,,,37.72833333333333,55.7325,
147,Аеон-Девелопмент,developer,https://www.cian.ru/sale/flat/303823564/,Москва,sale,flat,13,46,1,38.1,37283947.0,Дорогомилово,Кутузовский проезд,16А/1,Фили,River Park Кутузовский,55.73940393929279,37.52431357899693,37.515,55.74611111111111,0.9485871711179593
148,WHITE BROKER,real_estate_agent,https://www.cian.ru/sale/flat/307401108/,Москва,sale,flat,4,26,1,19.9,8900000.0,Печатники,Южнопортовая ,1,Кожуховская,,55.70732165,37.68683454453506,37.685,55.7075,0.11702256721156505
149,Основа,developer,https://www.cian.ru/sale/flat/293623771/,Москва,sale,flat,7,28,-1,25.1,11518390.0,Хорошево-Мневники,,,Полежаевская,Эмоушен ЖК,,,37.51916666666666,55.7775,
150,MR Group,developer,https://www.cian.ru/sale/flat/306474490/,Москва,sale,flat,43,54,1,26.98,18699217.0,Хорошево-Мневники,,,Полежаевская,Джойс ЖК,,,37.51916666666666,55.7775,
151,Студии в ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/304545704/,Москва,sale,flat,2,3,1,16.8,9300000.0,Тверской,2-й Щемиловский переулок,6,Достоевская,,55.77714295,37.60886817534925,37.615,55.781666666666666,0.6338081136907987
152,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/304182766/,Москва,sale,flat,23,33,1,19.88,10000000.0,Очаково-Матвеевское,,к13,Аминьевская,Матвеевский Парк ЖК,,,37.465,55.69722222222222,
153,Forma,developer,https://www.cian.ru/sale/flat/306957833/,Москва,sale,flat,15,27,1,30.1,18023428.0,Аэропорт,Часовая ,28к8,Сокол,SOUL,55.812338,37.52140428446712,37.515277777777776,55.805,0.9028016241136998
154,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307089983/,Москва,sale,flat,2,32,1,21.8,10000000.0,Бескудниковский,Дмитровское шоссе,вл89,Селигерская,Дмитровское небо,,,37.547222222222224,55.86638888888889,
155,FORMA,developer,https://www.cian.ru/sale/flat/298003526/,Москва,sale,flat,4,26,1,31.47,27910743.0,Пресненский,к2.2,к2.2,Белорусская,Репаблик ЖК,,,37.58361111111111,55.776666666666664,
156,FORMA,developer,https://www.cian.ru/sale/flat/298003526/,Москва,sale,flat,4,26,1,31.47,27910743.0,Пресненский,к2.2,к2.2,Белорусская,Репаблик ЖК,,,37.58444444444444,55.77638888888889,
157,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/304370996/,Москва,sale,flat,2,5,-1,27.5,9950000.0,Кунцево,Ярцевская ,4,Молодёжная,,55.7374758,37.405339455229154,37.416666666666664,55.740833333333335,0.8037139775642235
158,Ташир,developer,https://www.cian.ru/sale/flat/302722516/,Москва,sale,flat,9,16,-1,36.0,19584000.0,Даниловский,Малая Тульская ,2,Тульская,DECO RESIDENCE (Апартаменты премиум-класса),55.708998300000005,37.61641570654645,37.62277777777778,55.70861111111111,0.4022433220808615
